390.0, -3.38195, -3.43374, -2.02012
391.0, -3.29873, -3.34871, -1.94008
392.0, -3.21655, -3.26443, -1.86016
393.0, -3.13558, -3.18113, -1.78056
394.0, -3.05601, -3.09902, -1.70143
395.0, -2.97802, -3.01834, -1.62297
396.0, -2.90180, -2.93929, -1.54534
397.0, -2.82753, -2.86212, -1.46874
398.0, -2.75539, -2.78702, -1.39332
399.0, -2.68558, -2.71424, -1.31929
400.0, -2.61828, -2.64399, -1.24680
401.0, -2.55358, -2.57641, -1.17603
402.0, -2.49128, -2.51129, -1.10708
403.0, -2.43107, -2.44836, -1.04004
404.0, -2.37266, -2.38732, -0.97500
405.0, -2.31575, -2.32789, -0.91204
406.0, -2.26016, -2.26988, -0.85126
407.0, -2.20626, -2.21342, -0.79280
408.0, -2.15451, -2.15877, -0.73678
409.0, -2.10541, -2.10616, -0.68334
410.0, -2.05942, -2.05583, -0.63263
411.0, -2.01688, -2.00795, -0.58472
412.0, -1.97747, -1.96240, -0.53952
413.0, -1.94074, -1.91898, -0.49687
414.0, -1.90621, -1.87752, -0.45664
415.0, -1.87342, -1.83780, -0.41866
416.0, -1.84203, -1.79970, -0.38285
417.0, -1.81215, -1.76322, -0.34935
418.0, -1.78403, -1.72844, -0.31836
419.0, -1.75792, -1.69543, -0.29008
420.0, -1.73405, -1.66424, -0.26471
421.0, -1.71253, -1.63488, -0.24230
422.0, -1.69291, -1.60706, -0.22237
423.0, -1.67460, -1.58040, -0.20427
424.0, -1.65701, -1.55454, -0.18737
425.0, -1.63956, -1.52913, -0.17103
426.0, -1.62179, -1.50385, -0.15479
427.0, -1.60376, -1.47866, -0.13879
428.0, -1.58564, -1.45359, -0.12336
429.0, -1.56764, -1.42866, -0.10883
430.0, -1.54994, -1.40388, -0.09553
431.0, -1.53268, -1.37930, -0.08364
432.0, -1.51585, -1.35503, -0.07293
433.0, -1.49936, -1.33121, -0.06300
434.0, -1.48316, -1.30799, -0.05350
435.0, -1.46718, -1.28550, -0.04404
436.0, -1.45140, -1.26389, -0.03440
437.0, -1.43604, -1.24326, -0.02500
438.0, -1.42137, -1.22376, -0.01641
439.0, -1.40766, -1.20549, -0.00919
440.0, -1.39517, -1.18857, -0.00392
441.0, -1.38406, -1.17306, -0.00097
442.0, -1.37409, -1.15874, -0.00001
443.0, -1.36489, -1.14529, -0.00049
444.0, -1.35611, -1.13244, -0.00190
445.0, -1.34739, -1.11987, -0.00370
446.0, -1.33844, -1.10736, -0.00552
447.0, -1.32933, -1.09499, -0.00761
448.0, -1.32017, -1.08292, -0.01042
